fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd
ROLF,,SCHNID,,1954,1,24
STEFAN,,KOEHLER,,1963,6,19
WERNER,,MUELLER,,1955,8,6
KURT,,KOEHLER,,1987,11,6
ANDREAS,,WALTER,,1935,4,12
MICHAEL,,MUELLER,,1952,5,13
STEFAN,,KRACUSE,WALTER,1954,2,20
RALFC,,KUEHN,,2005,11,25
KLAUS,,MUELLER,,1971,10,3
ROLF,,ZIMMERMANN,,1930,2,26
HORST,,KOCH,,1977,9,9
WALTER,,KRUEGER,,1955,12,28
OTTO,,SCHREIBER,,1958,10,17
PETER,,SCHMIDT,,2008,6,10
PAUL,,SCHULZE,,1930,7,6
THOMAS,,SCHULTE,,1949,1,21
GERHARD,,KOCH,,1997,3,9
WERNER,,LORENZ,,1956,4,8
JOERG,,KOERTIG,,1941,10,4
HEINRICH,,HAAS,,1965,1,15
GUENTHER,,HOFFMANN,,1942,11,11
HERBERT,,KLEIN,,1981,3,26
JUERGEN,,KRUEGER,,1935,4,23
NILSK,,BECK,,2001,3,29
WERNER,,MEYER,,1993,12,24
STEFAN,,SCHULTE,,1979,1,8
PETER,,PETERS,,1940,8,19
JUERGEN,,WALTER,,1953,12,1
RUDOLF,,FISCHER,,1970,12,22
CARSTEN,,GROSS,,1979,11,10
SVEN,,ZIMMERMANN,,1979,5,13
HORST,,MUELLER,,1981,3,29
HELMUT,,DIETRICH,,1971,5,11
WERNER,,BECKER,,1991,3,27
WILLI,,PETERS,,1963,7,9
KARL,,FISCHER,,1955,10,22
FRANK,,BERGER,,1975,1,10
BERNXD,,KLEIN,,2006,11,12
PETER,,SCHMIDT,,1995,1,25
DIETER,,SCHROEDER,WOLF,1954,1,22
MANFRED,,SCHMIDT,,1935,7,15
RENE,,MUELLER,,1980,7,27
PAFUL,,PFEIFFER,,1956,10,20
CARSTEN,,SCHULZ,,1965,1,25
WOLFGANG,,FISCHER,,1936,10,11
GUENTHER,,HOFFMANN,,1990,4,5
MICHAEL,,KOCH,,1930,4,8
ANDREAS,,WINTER,,1966,10,8
GUENTHER,,MUELLER,,1935,9,17
ALFRED,,SCHULZE,,1974,10,16
JUERGEN,,KRUEGER,,1961,3,28
DIRK,,SCHMID,,1970,8,23
JUERGEN,,KOEHLER,,1947,1,1
REINHARD,,MAIER,,1958,7,8
GERHARD,,SCHOLZ,,1936,5,5
WOLFGANG,,SCHULZE,,1961,4,23
RALF,,KELLER,,1947,1,12
HORST,GERHARD,KOCH,,1957,2,6
NORBERT,,KAISER,,1934,4,11
MICHAEL,,WOLF,,1977,8,17
ALFRED,,KOCH,,1992,11,9
MICHAEL,,SCHNEIDER,,1945,10,26
NORBERT,,PETERS,,2008,6,3
MICHAEL,,SAUER,,2006,12,24
MATTHIAS,,SCHMIDT,,1965,12,30
RAINER,,KLEIN,,1973,6,11
JENS,,SCHNEIDER,,1928,7,27
WALTER,,BERGER,,1924,5,25
FRANZ,,SCHULZE,,1979,2,6
WOLFZGANG,,WEISS,,1943,12,13
FRIEDRICH,,STEIN,,1981,10,28
HARALD,,GRAF,,1950,7,9
THOMAS,,BAUER,,1961,11,13
RAINER,,BAUER,,1989,4,21
DIETLER,,BAUER,,1979,5,22
HARALD,STEFAN,OTTO,,1960,5,8
DIETER,PETER,WAGNER,,1940,5,3
ANDREAS,,KRUEGER,,1952,5,5
HERBERT,,VOGEL,,1949,3,26
FRANZ,,MUELLER,,1970,8,10
UWE,,BECKER,,1967,9,11
ANDREAS,,SCHAEFER,,1954,7,30
UWE,,MEYER,,2001,4,22
MARTIN,,HAHN,,1943,3,30
MANFRED,,KOERTIG,,1949,1,20
UWE,,SCHUMACHER,,1985,9,8
HEIKO,,BECK,,1953,12,30
WOLFGANG,,MAIER,,1978,9,20
AXEL,THORSTEN,FISCHER,,2002,7,8
MARTIN,PETER,SCHMIDT,,1974,8,18
HORST,,MUELLER,,1959,6,17
PAUL,,MAIER,,1958,10,8
MARK,,KOCH,,1960,9,27
GERD,,DIETRICH,,1940,7,15
HEINRICH,,LUDWIG,,1972,5,30
MATTHIAS,,MUELLER,,1967,12,11
WILLI,,FUCHS,,1947,10,21
BERND,,BAUER,,1985,11,11
HEIKO,,KAISER,,1972,11,27
RAINER,,HOFFMSNN,,1978,12,10
HELMUT,,KLEIN,,1987,9,21
JOERIG,,WEBER,,1976,8,30
HELMUT,,ZIMMERMANN,,1971,5,29
UWE,,LUDWKG,,1936,2,22
MICHAEL,,HOFMANN,,1964,4,12
CHRISTOPH,,GUENTHER,,1986,5,1
HEINRICH,,NEUMANN,,2001,8,13
WILLI,,ROTH,,1945,6,10
MARCEL,,KRUEGER,,1969,11,27
JUERGEN,,FISCHER,,1986,3,11
WERNER,,HERRMANN,,1956,10,13
GERHARD,,KAISER,,1975,5,29
HORST,,MAIER,,1988,12,2
JAN,,WALTER,,2001,4,3
CHRISTIAN,,DIETRICH,,1959,3,29
KLAUS,,LANG,,1967,11,15
HORST,,VOGEL,,1979,1,29
KLAUS,,WINTER,,1981,11,24
FRANK,,PETERS,,1990,6,1
PETER,,FRANKE,,1967,10,2
GUENTHER,,SCHULZE,,1970,7,10
HERMANNU,,KOHC,,1925,7,7
HOLGER,,KRAUS,,1984,8,27
ANDREAS,,HOFMANN,,1979,2,19
BERND,ANDREAS,SCHULZ,,2008,11,6
GERD,,WOLF,,1964,1,8
UWE,,SCHOLZ,,1970,10,11
GUENTHER,,ZIMMERMANN,,1961,8,14
PAUL,,MAYER,,1941,9,23
DIETER,,SCHMITZ,,1949,1,25
GERHARD,,MEYER,,1947,10,24
GUENTHER,,MUELLER,,1973,4,24
ANDREAS,,SCHMIDT,,1993,8,10
ANDREAS,,ZIEGLER,,1965,4,12
CHRISTIAN,,WEBER,,1996,5,29
SVEN,,FISCHER,,1940,2,19
ANDREAS,,WINKLER,,1930,9,6
PETER,,HUBER,,1968,7,10
WALTER,,SOMMER,,1961,4,5
GEORG,KLAUS,KLEIN,,1966,5,9
WALTER,,KOCH,,1928,10,1
MANFRED,,FUCHS,,1956,7,18
THOMAS,,FISCHER,,1955,1,15
HANS,,BERGER,,1974,9,17
ROLF,,RICHTER,,1950,1,24
HARALD,,HAHN,,1966,10,15
GUENTHER,,MUELLER,,1985,11,16
PETER,,SCHROEDER,,1997,1,18
MATTHIAS,,SCHWARZ,,1971,4,26
RICHARD,,MEYER,,2004,4,6
PETER,,HOFWANN,,1925,3,21
THOMAS,,KRAUSE,,1956,5,17
CHRISTIAN,,MUELLER,,1988,7,21
KURT,,PETERS,,1943,7,16
WERNER,,LANG,,1939,7,23
GUENTHER,,PFEIFFER,,1966,12,2
HARALD,,BAUER,,1986,1,4
OLIVER,,BAUER,,1950,1,17
DIRK,,FRANKE,,1953,10,16
WOLFGANG,,KAISER,,1980,9,27
GUENTHER,,SIMON,,1965,2,6
WERNER,,BAUER,,1990,6,5
HEINRICH,,KOERTIG,,1990,2,14
THOMAS,,SCHULZ,,1955,5,7
DIRK,,KUHN,,1931,3,12
THOMAS,WALTER,KUEHN,,1945,4,12
HELMUT,,BERGER,SCHAEFER,1964,7,31
MARTIN,,SCHNEIDER,,1943,8,25
RALF,,LORENZ,,1983,3,14
JAN,,FUCHS,,1999,6,26
THORSTEN,,MUELLER,,1959,9,28
JUERGEN,,KRAEMER,,1965,3,15
DIETER,,SCHNEIDER,,1942,8,11
KARRL,,SEIDEL,,1958,4,26
ANDREAS,,LEHMANN,,1988,12,8
KARL,,SCHMIDT,,1998,11,21
SVEN,,SCHMID,,1984,7,23
PAUL,,HARTMANN,,1963,6,14
THOMAS,,SCHULZ,,1954,7,27
THOMAS,,SCHMIDT,,1966,11,11
KURT,,MUELLER,,1963,7,21
JUERGEN,,GROSS,,1961,5,8
FRANK,,SCHROEDER,,1966,3,19
JAN,,KRUEGER,,1960,3,22
MARTIN,,WEBER,,1990,3,28
OTTO,,SCHMIDT,,1954,7,25
WALTER,JUERGEN,MEIER,,1993,9,26
FRANK,,GUENTHER,,1965,12,28
CHRISTIAN,,SCHMIDT,,1950,9,22
WOLFGANG,,BRAUN,,1968,11,18
HELMPUT,,BERGER,SCHAEFER,1964,7,31
HANS,,ZIMMERMANN,,1944,7,31
TIM,,SCHMID,,1940,2,20
AXEL,,LANG,,1971,9,1
THOMAS,,BECK,,1943,3,30
JENS,,KOEHLER,,2004,6,9
JENS,,HERRMANN,,1941,12,4
JUERGEN,CHRISTIAN,SCHREIBER,,1954,3,31
STPEFAN,,MUELLER,,1941,6,9
LOTHAR,,GROSS,,1968,11,26
MANFRED,,KRAUSE,,1932,1,31
WOLFGANG,,ZIMMERMANN,,2006,2,3
DIETER,,SCHMIDT,,1928,4,5
GERHARD,,SCHULZ,,1973,6,23
ANDREAS,,WEBER,,1952,10,17
JAN,,BECK,,1924,12,15
HERMANN,,POHL,,1965,2,9
TOBIAS,,GROSS,,1963,2,22
CHRISTIAN,,SCHULZ,,1967,8,14
DIRK,PAUL,DIETRICH,,1974,4,11
HORST,,BAUER,,1979,2,12
FRANK,,MUELLER,,1958,12,20
WOLFGANG,,HAAS,,1965,2,20
ANDREAS,,FISCHER,,2003,1,6
DIETER,MATTHIAS,MEYER,,1983,10,13
THOMAS,,WERNER,,1968,7,14
VOLKER,,HEINRICH,,1943,1,29
MARK,,POHL,,1993,11,29
BERND,,SCHULZ,,1953,10,14
WERNER,,SCHROEDER,,1963,7,17
RUDOLF,,MUELLER,,1962,1,15
MARTIN,,SCHNEIDER,,2006,1,25
WERNER,,SCHMIDT,,1975,11,21
ANDREAS,,KRAUS,,1928,9,22
HORST,,SCHOLZ,,1962,5,6
JOACHIM,,WINKLER,,1992,8,25
JUERGEN,,MUELLER,,1943,10,6
GERD,,GUENTHER,,1976,5,4
DIETER,,KRAEMER,,1939,8,19
UWE,,WERNER,,1943,8,4
HORST,,SCHUBERT,,1927,4,14
JUERGEN,,KELLER,,1959,9,5
JOACHIM,,SCHOLZ,,1979,3,13
MANFRED,,MUELLER,,1975,2,19
HORST,,MAYER,,1972,1,14
GUENTHER,,SCHMITT,,1996,6,22
DIETER,,WOLFF,,1950,3,11
CHRISTIAN,,MUELLER,,1963,7,23
MANFRED,,FRIEDRICH,,1962,5,5
UWE,,NEUMANN,,1986,5,3
STEFAN,KURT,KRAUSE,,1979,9,11
HORST,,HUBER,,1993,3,4
WOLFGANG,,FISCHER,,1966,6,17
MATTHIAS,,SAUER,,1993,12,1
CHRISTOPH,,SIMON,,1960,9,4
GUENTHER,,BECK,,1955,4,17
UWE,,KRAEMER,,1969,9,30
RAINER,,SCHULZE,,1937,7,22
ALEXANDER,,SCHMITT,,1973,3,20
KLAUS,,MEIER,,1972,3,20
BERND,,KAISER,,1961,2,17
HELMUT,,SCHWARZ,,2006,12,4
JUERGEN,,MEYER,,1988,8,15
KLAUS,,LEHMANN,,1966,6,7
DIETER,,SCHMITZ,,1954,8,8
HERMANN,,ZIMMERMANN,,1957,9,3
HEINZ,,FUCHS,,2008,12,19
MATTHIAS,,WERNER,,1974,9,29
HORST,,KRUEGER,,1965,2,4
STEFAN,,KOERTIG,SCHMITT,1980,5,5
ANDRE,,VOGEL,,1943,8,10
LARS,,MUELLER,,1959,1,10
BERND,,SCHMIDT,,1937,7,23
CHRISTIAN,,SCHULZ,,1952,11,8
PELTER,,WAGNER,,1998,6,17
JENS,,FISCHER,,1969,2,18
WERNER,,WAGNER,,1960,2,11
PETER,,MEIER,,1948,6,16
SVEN,,HOYRN,,1940,5,18
HELMUT,,WINTER,,1986,5,14
WILHELM,,HORN,,1965,10,23
ROLF,,FRIEDRICH,,1968,9,11
KARL,,THOMAS,,2001,3,8
MICHAEL,,WAGNER,,1927,3,10
WOLFGANG,,SCHOLZ,,2008,6,21
WERNER,,SCHUMACHER,,1969,6,3
JUERGEN,,SAUER,,1981,8,3
KLAUS,,SCHMIDT,,2008,5,23
FRANK,,FISCHER,,1964,12,14
RAINER,,WEBER,,1996,3,3
CHRISTIAN,,NEUMANN,,1979,2,25
HORST,,KOCH,,1943,4,17
HORST,FRIEDRICH,LANGE,,1975,4,19
HANS,,BECKER,,1961,4,12
DIRK,,KUHN,,1929,5,6
MARKUS,,KOEHLER,,1970,2,15
FRANK,,SCHROEDER,,1953,2,5
JUERGEN,,SCHROEDER,,1940,8,12
ROLF,,MUELLER,,1957,5,8
GUENTHER,,KLEIN,,1980,5,31
WERNER,RALF,ZIEGLER,,1942,12,2
HANS,,SCHILZ,,1980,5,17
HARALD,,SCHAEFER,,1986,1,28
MICHAEL,,DIETRICH,,1987,4,13
FRANK,,LANGE,,1937,11,12
JUERGEN,,GRAF,,1988,4,1
BENJAMIN,,ZIMMERMANN,,1961,8,28
SVEN,,MAYER,,1941,5,9
BERND,,KLEIN,,1963,5,24
MICHAEL,,WEBER,,1975,3,6
HARALD,,DIETRICH,,1988,1,22
HEINZ,,GUENTHER,,1929,5,19
WOLFGANG,,ENGEL,,2007,12,19
HORST,,MUELLER,,1991,9,7
UWE,,MUELLER,KRAEMER,1966,8,9
WERNER,,VOIGT,,1971,2,11
THORSTEN,,KRAUS,,1966,12,26
STEFAN,,VOGEL,,1988,1,16
KLAUS,,BAUER,,1974,8,2
BERND,,WEBER,,1927,11,6
FRANK,,BECK,,2004,8,18
CHRISTIAN,,BECKER,,1925,10,18
DIETER,WOLFGANG,MEIER,,1959,8,21
HELMUT,,JAEGER,,1971,6,9
PATRICK,,KAISER,,1972,8,14
WERNER,,SCHMIDT,,1956,10,8
STEFAN,,SCHMIDT,,1950,9,22
JOERG,,SCHOLZ,,1935,5,5
PETER,,FRANKE,,1961,2,20
ANDREAS,,ROTH,,1940,3,5
JOACHIM,KLAUS,SCHMIDT,,1977,9,22
JOACHIM,,NEUMANN,,2005,11,13
HANS,,GRAF,,1945,10,31
ROBERT,,WAGNER,,1945,6,20
KLAUS,,WINTER,,1937,8,6
CHRISTIAN,,MEYER,,1997,6,7
PETER,,BAUER,,1930,11,17
THORSTEN,,MUELLER,,1951,8,12
ANDRE,,MAIER,,1929,1,11
FRANK,CARSTEN,FRANK,,1965,11,9
STEFAN,,JUNG,,1947,7,29
JUERGEN,,SCHROEDER,,1935,3,15
WOLFGANG,,KOCH,,1988,6,7
ALEXANDER,,SCHAEFER,,1938,8,22
WOLFGANG,,WAGNER,,2004,7,21
GERHARD,,FISCHER,,1967,10,20
MANFRED,,KOERTIG,,1940,1,25
RALF,,SCHOLZ,,1963,3,17
GUENTHER,HANS,SCHULZ,,1931,9,3
HANS,,FRANKE,,1973,10,28
DIRK,,FISCHER,,1926,2,24
JOERG,,FISCHER,,1938,2,9
WOLFGASNG,BERND,MAIER,,1928,2,6
GUENTHER,,MEYER,,1996,8,6
MARTIN,,RICHTER,,1978,1,4
MARTIN,,HARTMANN,,1990,10,2
UWE,,BECKER,,1946,6,1
WILFRIED,FRANK,SCHNEIDER,,1959,3,92
MARKUS,,MEYER,,1980,10,8
UWE,,SCHMITT,,1936,6,7
UWE,,SCHROEDER,,2002,2,28
ROBERET,,KLEIN,,1942,10,14
JUERGEN,,SCHMID,,1983,10,27
ANDREAS,,KUEHN,,1944,5,19
JAN,,MARTIN,,1968,12,13
RAINER,,GROSS,,1950,1,22
STEFAN,,KRAUSE,WALTER,1954,2,20
CARSTEN,,WALTER,,1970,8,4
JUERGEN,,BUSCH,,1940,8,8
HORST,WERNER,RICHTER,,2008,12,10
HEINZ,,SCHWARZ,,1955,10,3
THORSTEN,,HAHN,,1957,11,28
THOMAS,,BRANDT,,1968,9,27
JUERGEN,,WALTER,,1954,7,27
HORST,,MEIER,,1954,1,31
STEFAN,,GUENTHER,,1926,4,28
GUENTHER,,MUELLER,,1944,1,7
DIETER,,MEYER,,1954,6,19
RAINER,,SCHROEDER,,1939,2,8
HELMUT,,HOFFMANN,,2007,4,28
THOMAS,,SCHMIDT,,1968,2,26
RAINER,,HUBER,,1979,2,9
GEORG,,SCHMIDT,,1956,12,25
JUERGEN,,MARTIN,,1937,1,19
THOMAS,,SOMMER,,2004,3,15
ANDREAS,,SCHAEFER,,1962,7,7
STEFAN,,MUELLER,,1940,10,15
FRANK,,FRANKE,,1924,1,4
HELMUT,,SCHAEFER,,1971,1,6
GERD,,SCHAEFER,,1981,3,7
FRANK,,MAIER,,1989,7,27
GUENTHER,,WOLF,,1935,4,20
WERNER,,WINKLER,,1968,8,24
HANS,,SCHULZ,,1980,5,17
ALEXANDER,,WEBER,,2001,10,1
STEFAN,,MUELLER,,1927,7,14
NORBERT,,LEHMANN,,1983,3,25
OTTO,,MEYER,,1977,11,15
THOMAS,WOLFGANG,BECKER,,1998,9,5
HORST,,WERNER,,1970,5,12
ANDREAS,,MUELLER,,1953,11,19
GUENTHER,,MUELLER,,1989,11,30
DIETER,,VOIGT,,1973,5,25
JENS,,BRANDT,,1935,8,25
KLAUS,,MOELLER,,1941,9,24
GERHARD,,BECKER,,1950,12,14
KURT,,BRANDT,,1987,2,12
SEBASTIAN,,SCHNEIDER,,2001,9,30
HOLGER,,SCHWARZ,,2007,8,8
CHRISTIAN,,MAIER,,1942,2,2
RAINER,,MUELLER,,1955,9,29
BERND,,SCHMIDT,,1938,5,7
ANDREAS,,ZIMMERMANN,,1928,1,19
HERBERT,,ALBRECHT,,1985,12,15
HEINZ,,SCHULZ,,1979,2,18
HARTMUT,,SCHULZ,,2002,9,16
ERNST,,SCHUBERT,,1925,1,30
PETER,,MUELLER,,2002,1,21
JOERG,,STEIN,,1971,5,22
CHRISTIAN,,MUELLER,,1992,3,1
KLAUS,,ERNST,,1963,8,12
WOLFGANG,,SCHMITZ,,1969,7,5
SVEN,,PETERS,,1937,4,11
HERBERT,,FRIEDRICH,,1984,1,11
NORBEKRT,,LEHMANN,,1983,3,25
MARKGUS,HARTMUT,NEUMANN,,1948,7,31
THORSTEN,OLIVER,SCHUWZ,,1983,9,20
UWE,,NEUMANN,,1947,5,19
WILLI,,MEYER,,2001,10,29
PETER,,SCHAEFER,,1957,9,23
FRANK,,SCHMIDT,,1998,9,24
WOLFGANG,,SCHNEIDER,,1963,5,23
WILLI,WERNER,SCHMIDT,,1962,6,19
JUERGEN,,LORENZ,,2007,9,3
OLIVER,,MUELLER,,1949,8,19
BERND,,SCHULZE,,1995,12,16
MARTIN,PETER,MUELLER,,2006,11,27
VOLKER,,SCHUSTER,,1987,6,22
CHRISTIAN,,MUELLER,,1952,6,21
NORBERT,,SCHOLZ,,1952,11,28
HANS,STEFAN,RICHTER,,1966,7,7
UWE,,SCHREIBER,,1984,7,4
BERND,,ALBRECHT,,1966,7,17
RUEDIGER,,SCHWARZ,,1990,12,6
ROLF,,SCHMITT,,2002,7,8
JOACHIM,,KOCH,,2000,10,23
CHRISTIAN,BERND,SCHULZE,,1981,3,3
HELMUT,,DIETRICH,,1925,1,13
WOLFGANG,,MUELLER,,2002,1,16
JOERG,,FUCHS,,1981,11,16
WILHELM,,WEISS,,1932,8,1
GERHARD,,PETERS,,1984,8,16
WOLFGANG,PETER,WAGNER,,1948,10,11
THORSTEN,,SEIDEL,,1969,10,3
JAN,,SCHULZE,,2008,10,3
GUENTHER,,LUDWIG,,1960,6,23
MATTHIAS,,WOLFF,,1966,3,29
JUERGEN,,FUCHS,,1982,1,2
PATRICK,,MUELLER,,1949,10,7
RALF,,KOEHLER,,1960,10,1
MANFRED,,SCHWARZ,,1975,12,10
WERNER,,LANGE,,1990,1,20
FRITZ,,BRAUN,,1979,5,16
BERNHARD,,BECKER,,2002,1,10
ALEXANDER,,KOCH,,1956,7,25
GUENTHER,,BERGER,,1961,1,13
DIETER,,HARTMANN,,1965,11,8
WALTER,,KAISER,,1961,11,7
UWE,NILS,HORN,,1965,7,10
HEINZ,,BAUMANN,,1968,9,6
MICHAEL,,BUSCH,SCHMIDT,1983,7,3
ANDREAS,,MUELLER,,1982,5,23
CHRISTIAN,,ROTH,,1977,8,6
RALF,,MEYER,,1988,6,16
MICHAEL,,HERRMANN,,1947,11,23
WOLFGANG,,WERNER,,1938,1,7
JAN,,SCHMITT,,1969,7,17
HORST,,WINKLER,,1999,7,2
MANFRED,,MAIER,,1946,8,11
KLAUS,,SCHULZ,,1957,3,31
BERND,,SCHMID,,2003,10,21
JENS,,LUDWIG,,1956,6,17
DANIEL,,MAIER,,1983,12,18
WOLFGANG,,SCHWARZ,,1999,5,28
HORST,,HAAS,,1962,4,17
CARSTEN,,ENGEL,,1950,5,27
DIRK,,HARTMANN,,1981,4,20
JOERG,,KLEIN,,1959,2,9
STEFAN,,WEISS,,1932,6,22
WILHELM,,SCHMIDT,,2006,1,24
CARSTEN,,MEYER,,1952,8,16
MARTIN,,SCHNEIDER,,1943,9,23
PETER,,SCHMIDT,,1946,9,24
ERICH,,BRAUN,,1953,1,24
THORSTEN,,MOELLER,,1982,9,4
NORBERT,,FISCHER,,1955,9,9
FRANK,,SCHULZE,,1944,6,13
STEFAN,,MUELLER,,1959,1,7
ROLF,,SCHUBERT,,1970,2,26
HEINZ,,HEINRICH,,1969,8,1
HORST,,HOFMANN,,1944,11,4
BERND,,LANGE,,1995,6,25
PETER,,VOGEL,,1948,12,15
FRANK,,SCHROEDER,,1973,10,19
MATTHIAS,,RICHTER,,1930,3,3
WOLFGANG,ERICH,SCHMITZ,,1992,10,12
DIRK,,BAUMANN,,2001,7,18
THOMAS,,HERRMANN,,1969,10,17
HEINZ,,WOLF,,1975,6,6
HERBERT,,FISCHER,,1970,9,19
MARTIN,,MUELLER,,2007,9,21
DIRK,,SCHROEDER,,1969,3,7
THOMAS,UWE,WOLFF,,1978,7,19
CARSTEN,,BRAUN,,2000,11,8
SVEN,,JUNG,,1974,7,6
HANS,,BRMUN,,1970,6,3
MICHAEL,,FRANKE,,1929,9,14
DIETER,,KELLER,,1956,1,27
WERNER,,BECKER,,1962,12,25
PETER,,SCHNEIDER,,1956,5,4
REINHARD,MANFRED,ERNST,,1959,4,14
KARL,,KRAUS,,1964,12,27
MATTHIAS,,MUELLER,,1947,2,26
WOLFGANG,HORST,MUELLER,,1987,11,1
GERHARD,,KRAUSE,,1977,7,14
STEFAN,,WEBER,,1972,10,4
CHRISTIAN,,FISCHER,,1999,12,21
JOACHIM,,WOLF,,1936,7,30
BERND,,ZIMMERMANN,,1993,4,28
MICHAEL,,FISCHER,,1968,5,10
BERND,,WOLF,,1959,8,9
ANDREAS,,FRANK,,1999,11,16
KLAUS,,OTTO,,1950,5,23
KLAUS,,SOMMER,,1995,9,5
THOMAS,,WOLF,,1997,6,20
WILHELM,WILHELM,KRAUSE,,1975,6,24
HELMUT,,KLEIN,,1954,8,7
ANDREAS,,NEUMANN,,2003,8,10
SVEN,,MUELLER,,1987,4,15
JOACHIM,,KUEHN,,1994,11,71
RAINER,,FISCHER,,1962,4,30
MANFRED,,WEISS,,1969,7,12
PETER,,BAUER,,1943,12,13
ERICH,,WERNER,,1986,5,6
ROLF,JOERG,HUBER,,1991,8,15
WALTER,,FISCHER,,1989,12,10
JENS,,SCHNEIDER,,1938,3,29
HERBERT,,VOIGT,,1974,2,4
JOERG,,MUELLER,,2001,1,1
PETER,,BERGMANN,,1975,10,10
TOBIAS,,SEIDEL,,1942,2,12
FRANK,,MUELLER,,1932,1,6
GUENTHER,,WEBER,,1977,6,13
GERHARD,,KAISER,,1994,5,20
CARSTEN,,RICHTER,,1959,2,20
DIRK,,WEISS,,1972,6,22
DIRK,,SCHUMACHER,,1985,3,6
TOBIAS,,MEIER,,1971,2,12
MAIK,,WOLFF,,1978,4,26
JENS,JUERGEN,KLEIN,,1933,8,16
WERNER,,SCHMIDT,,1934,6,13
HOLGER,,FRIEDRICH,,1985,3,6
HEINZ,,KLEIN,,1973,7,18
HEINZ,,BECKER,,2006,7,30
MATTHIAS,,FISCHER,,1997,6,23
GEORG,,KRUEGER,,1978,4,26
KARL,,SCHMIDT,LANGE,1989,12,24
HANS,,LORENZ,,1930,8,22
GERHARD,,WERNER,,1981,1,15
STEFAN,,LANGE,,1949,11,14
DENNIS,,POHL,,1968,2,19
STEFAN,,WINKLER,,1959,10,20
STEFAN,WALTER,LANGE,,1989,4,13
JUERGEN,,WEISS,,2001,10,17
MICHAEL,,KOERTIG,,2001,5,8
HEINZ,HORST,BAUER,,1963,7,8
PETER,,HEINRICH,,1927,5,15
CHRISTOPH,,NEUMANN,,1991,7,16
JOERG,,ZIMMERMANN,,1961,7,3
WOLFGANG,,BRANDT,,1964,3,10
GUENTHER,,SCHMIDT,,1953,6,21
KURT,,BECK,,1961,4,9
ROLF,,LANGE,,1993,3,20
PAUL,,THOMAS,,1939,9,12
UWE,,SCHMIDT,,1945,7,8
FLORIAN,,LEHMANN,,1969,7,21
THOMAS,,SCHMIDT,,1952,10,21
UWE,,WEISS,,1965,4,13
THOMAS,,OTTO,,1963,8,19
MANFRED,,BERGMANN,,1993,8,12
SEBASTIAN,,SCHMITZ,,1991,7,2
DIETER,,WINKLER,,1953,9,11
RAINER,,NEUMANN,,1992,6,5
HORST,,WINKLER,,1973,10,14
MATTHIAS,,SCHUSTER,,1932,7,16
REINHARD,,HOFFMANN,,1987,8,10
MICHAEL,,KELLER,,1984,7,22
JUERGEN,WERNER,RICHTER,,1967,12,2
HERMANN,,KELLER,,1937,12,24
BERND,,LORENZ,,1978,6,10
PETER,,HOFMANN,,1938,3,26
ROLF,,WALTER,,1934,1,21
PETER,,SCHUSTER,,1994,10,10
KARL,,SCHMIDT,,1993,6,23
CHRISTIAN,,WEBER,,1961,9,25
PETER,,MUELLER,,1955,11,2
GUENTHER,,SOMMER,,1959,7,6
ANDREAS,,RICHTER,,1979,5,25
MICHAEL,,FRANKE,,1956,9,3
JENSB,JUERGEN,KLEIN,,1933,8,16
PETER,,KAISER,,1992,10,13
THORSTEN,,SEIDEL,,1978,11,14
STEFVAN,,BAUER,,1956,6,28
CHRISTIAN,,BECKER,,1954,3,23
KARL,,THOMAS,,1981,7,23
LARS,,BECKER,,1988,8,16
THOMAS,KARL,HERRMANN,,1937,5,22
ANDREAS,,KLEIN,,1989,8,6
KLAUS,,LORENZ,,1957,6,3
OLIVER,,BAUER,,1947,6,14
WALTXER,,SCHULZ,,1961,9,7
GERHARD,AXEL,SCHMIDT,,1973,5,5
BJOERN,,FISCHER,,2006,8,12
PAUL,,BECK,,1950,11,8
FRANK,,KLEIN,,1930,8,20
RALF,,MUELLER,,1989,11,14
PAUL,,PFEIFFER,,1956,10,20
KLAUS,,BERGER,,1999,9,28
ERNST,,SCHUBERT,,1975,1,30
HORST,,KUHN,,1959,12,4
PATRICK,,JAEGER,,1942,2,14
GERHARD,,FUCHS,,1925,4,28
UWE,,WERNER,,1939,9,15
ROBERT,,WAGNER,,1983,9,11
LARS,,KRAUSE,,1933,8,8
NORBERT,,MEYER,,1975,8,5
MARTIN,,SIMON,,1979,8,26
FRITZ,,ZIMMERMANN,,1956,5,22
THOMAS,,MUELLER,,1962,12,12
ROLF,,KRAUS,,1934,11,13
ROLF,,DIETRICH,,1953,2,25
GUENTHER,,SCHNEIDER,,1954,11,17
HEINZ,,BERGMANN,,1935,12,3
MANFRED,GERHARD,WAGNER,,1925,3,9
KLAUS,,SCHMIDT,,1991,4,14
GEORG,,THOMAS,,2005,4,7
MARCEL,,ALBRECHT,,1950,10,23
PETER,,FISCHER,,1966,8,12
HERMANN,HERBERT,SCHAEFER,,1966,9,8
HOLGER,,HARTMANN,,1954,3,29
WERNER,,KRUEGER,,1963,12,8
NORBERT,CARSTEN,WEBER,,1962,1,22
MANFRED,,LANGE,,2000,6,28
THOMAS,,SCHULZE,,1949,9,5
GUENTHER,,SCHUSTER,,1956,5,30
THORSTEN,,MUELLER,,1937,7,17
STEFAN,,SCHMIDT,,1946,7,10
JENS,,SCHMITZ,,1947,3,12
HORST,,KOERTIG,,1996,5,29
